group_id,num_nodes,num_edges,num_closed_edges,in_degrees,max_in_degree,mean_in_degree,nodes_indegree_gt_one,closed_edge_density,instance,algorithm,num_jumps,num_explored_nodes,primal_bound,dual_bound,cuts_added_by_solver,solve_time,sum_time,status
n10,13,17,73,"0, 1, 1, 1, 2, 1, 1, 1, 2, 2, 2, 1, 2",2,1.3076923076923077,5,0.9358974358974359,n10os0.9-2.rcp,FEASIBILITY,3.0,0,4.0,4.0,0.0,0.072314,0.119918,2
n10,13,17,73,"0, 1, 1, 1, 2, 1, 1, 1, 2, 2, 2, 1, 2",2,1.3076923076923077,5,0.9358974358974359,n10os0.9-2.rcp,MULTIFLOW,3.0,0,10.0,10.0,0.0,0.01917,0.0,2
n10,13,15,73,"0, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 2",3,1.1538461538461537,2,0.9358974358974359,n10os0.9-3.rcp,FEASIBILITY,3.0,0,4.0,4.0,0.0,0.081881,0.120832,2
n10,13,15,73,"0, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 2",3,1.1538461538461537,2,0.9358974358974359,n10os0.9-3.rcp,MULTIFLOW,3.0,0,10.0,10.0,0.0,0.017804,0.0,2
n10,13,16,73,"0, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 2",2,1.2307692307692308,4,0.9358974358974359,n10os0.9-4.rcp,FEASIBILITY,3.0,0,4.0,4.0,0.0,0.082518,0.130445,2
n10,13,16,73,"0, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 2",2,1.2307692307692308,4,0.9358974358974359,n10os0.9-4.rcp,MULTIFLOW,3.0,1,10.0,10.0,0.0,0.018922,0.0,2
n10,13,17,73,"0, 1, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2",2,1.3076923076923077,5,0.9358974358974359,n10os0.9-5.rcp,FEASIBILITY,3.0,0,4.0,4.0,0.0,0.073833,0.1225,2
n10,13,17,73,"0, 1, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2",2,1.3076923076923077,5,0.9358974358974359,n10os0.9-5.rcp,MULTIFLOW,3.0,0,10.0,10.0,0.0,0.019961,0.0,2
n10,13,15,73,"0, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2",2,1.1538461538461537,3,0.9358974358974359,n10os0.9-6.rcp,FEASIBILITY,2.0,0,3.0,3.0,0.0,0.038543,0.049243,2
n10,13,15,73,"0, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2",2,1.1538461538461537,3,0.9358974358974359,n10os0.9-6.rcp,MULTIFLOW,2.0,0,11.0,11.0,0.0,0.017349,0.0,2
n10,13,16,73,"0, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 2, 1",2,1.2307692307692308,4,0.9358974358974359,n10os0.9-7.rcp,FEASIBILITY,3.0,0,4.0,4.0,0.0,0.075266,0.123603,2
n10,13,16,73,"0, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 2, 1",2,1.2307692307692308,4,0.9358974358974359,n10os0.9-7.rcp,MULTIFLOW,3.0,0,10.0,10.0,0.0,0.018259,0.0,2
n10,13,17,73,"0, 1, 1, 1, 1, 2, 2, 2, 1, 2, 2, 1, 1",2,1.3076923076923077,5,0.9358974358974359,n10os0.9-8.rcp,FEASIBILITY,3.0,0,4.0,4.0,0.0,0.081551,0.13072,2
n10,13,17,73,"0, 1, 1, 1, 1, 2, 2, 2, 1, 2, 2, 1, 1",2,1.3076923076923077,5,0.9358974358974359,n10os0.9-8.rcp,MULTIFLOW,3.0,0,10.0,10.0,0.0,0.019089,0.0,2
n10,13,15,73,"0, 1, 1, 1, 1, 1, 3, 1, 1, 1, 2, 1, 1",3,1.1538461538461537,2,0.9358974358974359,n10os0.9-9.rcp,FEASIBILITY,3.0,0,4.0,4.0,0.0,0.080795,0.11994,2
n10,13,15,73,"0, 1, 1, 1, 1, 1, 3, 1, 1, 1, 2, 1, 1",3,1.1538461538461537,2,0.9358974358974359,n10os0.9-9.rcp,MULTIFLOW,3.0,1,10.0,10.0,0.0,0.017832,0.0,2
n20,23,48,101,"0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 5, 6, 4, 3, 3, 1, 1, 1, 8",8,2.0869565217391304,7,0.39920948616600793,n20o0.2-1.rcp,MULTIFLOW,9.0,1,14.0,14.0,0.0,2.758294,0.0,2
n20,23,45,101,"0, 1, 1, 1, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 1, 7, 5, 3, 3, 1, 1, 1, 7",7,1.9565217391304348,7,0.39920948616600793,n20o0.2-10.rcp,MULTIFLOW,10.0,1,13.0,13.0,0.0,2.746728,0.0,2
n20,23,46,101,"0, 1, 1, 1, 1, 1, 2, 1, 1, 5, 2, 1, 1, 5, 4, 3, 1, 2, 1, 1, 1, 1, 9",9,2.0,8,0.39920948616600793,n20o0.2-2.rcp,MULTIFLOW,11.0,111,12.0,12.0,0.0,9.610974,0.0,2
n20,23,47,101,"0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 4, 4, 3, 4, 3, 3, 1, 1, 1, 9",9,2.0434782608695654,9,0.39920948616600793,n20o0.2-3.rcp,MULTIFLOW,11.0,163016,12.0,12.0,0.0,764.571532,0.0,2
n20,23,43,101,"0, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 3, 3, 1, 3, 4, 2, 3, 2, 1, 1, 1, 8",8,1.8695652173913044,9,0.39920948616600793,n20o0.2-4.rcp,MULTIFLOW,10.0,1,13.0,13.0,0.0,2.781389,0.0,2
n20,23,50,101,"0, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 5, 4, 5, 3, 4, 2, 2, 1, 1, 9",9,2.1739130434782608,10,0.39920948616600793,n20o0.2-5.rcp,MULTIFLOW,10.0,1656,13.0,13.0,0.0,56.743698,0.0,2
n20,23,51,101,"0, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 6, 5, 5, 3, 2, 3, 2, 1, 1, 9",9,2.217391304347826,10,0.39920948616600793,n20o0.2-6.rcp,MULTIFLOW,10.0,725,13.0,13.0,0.0,20.792015,0.0,2
n20,23,48,101,"0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 4, 3, 4, 3, 2, 2, 2, 1, 1, 10",10,2.0869565217391304,9,0.39920948616600793,n20o0.2-7.rcp,FEASIBILITY,9.0,24169,10.0,10.0,0.0,2427.015549,2427.015549,2
n20,23,48,101,"0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 4, 3, 4, 3, 2, 2, 2, 1, 1, 10",10,2.0869565217391304,9,0.39920948616600793,n20o0.2-7.rcp,MULTIFLOW,9.0,21,14.0,14.0,0.0,7.368632,0.0,2
n20,23,46,101,"0, 1, 1, 1, 1, 1, 1, 1, 1, 4, 2, 2, 1, 1, 1, 4, 6, 3, 3, 2, 1, 1, 7",7,2.0,9,0.39920948616600793,n20o0.2-8.rcp,MULTIFLOW,10.0,91,13.0,13.0,0.0,10.117751,0.0,2
n20,23,51,101,"0, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 6, 4, 5, 4, 2, 3, 2, 2, 1, 9",9,2.217391304347826,10,0.39920948616600793,n20o0.2-9.rcp,FEASIBILITY,9.0,13257,10.0,10.0,0.0,844.191948,3116.759376,2
n20,23,51,101,"0, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 6, 4, 5, 4, 2, 3, 2, 2, 1, 9",9,2.217391304347826,10,0.39920948616600793,n20o0.2-9.rcp,MULTIFLOW,9.0,1,14.0,14.0,0.0,4.41065,0.0,2
n20,23,51,158,"0, 1, 1, 1, 1, 1, 1, 3, 1, 1, 4, 2, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5",5,2.217391304347826,14,0.6245059288537549,n20o0.5-1.rcp,FEASIBILITY,8.0,3488,9.0,9.0,0.0,151.748916,256.072991,2
n20,23,51,158,"0, 1, 1, 1, 1, 1, 1, 3, 1, 1, 4, 2, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5",5,2.217391304347826,14,0.6245059288537549,n20o0.5-1.rcp,MULTIFLOW,8.0,1,15.0,15.0,0.0,2.680035,0.0,2
n20,23,44,158,"0, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 2, 2, 2, 3, 3, 1, 2, 4, 2, 2, 1, 7",7,1.9130434782608696,12,0.6245059288537549,n20o0.5-10.rcp,FEASIBILITY,7.0,1,8.0,8.0,0.0,20.9483,33.214748,2
n20,23,44,158,"0, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 2, 2, 2, 3, 3, 1, 2, 4, 2, 2, 1, 7",7,1.9130434782608696,12,0.6245059288537549,n20o0.5-10.rcp,MULTIFLOW,7.0,1,16.0,16.0,0.0,1.326845,0.0,2
n20,23,57,158,"0, 1, 1, 1, 1, 1, 1, 3, 3, 2, 1, 1, 4, 3, 5, 3, 5, 3, 4, 2, 5, 3, 4",5,2.4782608695652173,14,0.6245059288537549,n20o0.5-2.rcp,FEASIBILITY,10.0,3070,11.0,11.0,0.0,293.455722,1936.010316,2
n20,23,57,158,"0, 1, 1, 1, 1, 1, 1, 3, 3, 2, 1, 1, 4, 3, 5, 3, 5, 3, 4, 2, 5, 3, 4",5,2.4782608695652173,14,0.6245059288537549,n20o0.5-2.rcp,MULTIFLOW,10.0,2168,13.0,13.0,0.0,52.427449,0.0,2
n20,23,56,158,"0, 1, 1, 1, 1, 1, 3, 1, 1, 2, 2, 3, 1, 1, 5, 4, 2, 5, 4, 5, 5, 2, 5",5,2.4347826086956523,13,0.6245059288537549,n20o0.5-3.rcp,FEASIBILITY,8.0,156,9.0,9.0,0.0,67.275519,101.049853,2
n20,23,56,158,"0, 1, 1, 1, 1, 1, 3, 1, 1, 2, 2, 3, 1, 1, 5, 4, 2, 5, 4, 5, 5, 2, 5",5,2.4347826086956523,13,0.6245059288537549,n20o0.5-3.rcp,MULTIFLOW,8.0,1,15.0,15.0,0.0,3.176361,0.0,2
n20,23,45,158,"0, 1, 1, 1, 1, 1, 1, 1, 4, 3, 2, 1, 1, 1, 1, 5, 3, 3, 2, 2, 2, 1, 7",7,1.9565217391304348,10,0.6245059288537549,n20o0.5-4.rcp,FEASIBILITY,8.0,4354,9.0,9.0,0.0,133.111297,166.151607,2
n20,23,45,158,"0, 1, 1, 1, 1, 1, 1, 1, 4, 3, 2, 1, 1, 1, 1, 5, 3, 3, 2, 2, 2, 1, 7",7,1.9565217391304348,10,0.6245059288537549,n20o0.5-4.rcp,MULTIFLOW,8.0,1,15.0,15.0,0.0,2.753394,0.0,2
n20,23,51,158,"0, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 2, 1, 2, 4, 3, 3, 4, 6, 4, 4, 4",6,2.217391304347826,12,0.6245059288537549,n20o0.5-5.rcp,FEASIBILITY,8.0,3824,9.0,9.0,0.0,138.159478,232.108607,2
n20,23,51,158,"0, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 2, 1, 2, 4, 3, 3, 4, 6, 4, 4, 4",6,2.217391304347826,12,0.6245059288537549,n20o0.5-5.rcp,MULTIFLOW,8.0,1,15.0,15.0,0.0,1.482894,0.0,2
n20,23,57,158,"0, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 3, 3, 4, 4, 3, 2, 5, 6, 5, 5, 4",6,2.4782608695652173,13,0.6245059288537549,n20o0.5-6.rcp,FEASIBILITY,9.0,1821,10.0,10.0,0.0,182.558437,674.392818,2
n20,23,57,158,"0, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 3, 3, 4, 4, 3, 2, 5, 6, 5, 5, 4",6,2.4782608695652173,13,0.6245059288537549,n20o0.5-6.rcp,MULTIFLOW,9.0,272,14.0,14.0,0.0,6.758714,0.0,2
n20,23,52,158,"0, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 3, 1, 3, 1, 3, 3, 5, 5, 5, 4, 4, 3",5,2.260869565217391,11,0.6245059288537549,n20o0.5-7.rcp,FEASIBILITY,7.0,1120,8.0,8.0,0.0,55.632313,68.777543,2
n20,23,52,158,"0, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 3, 1, 3, 1, 3, 3, 5, 5, 5, 4, 4, 3",5,2.260869565217391,11,0.6245059288537549,n20o0.5-7.rcp,MULTIFLOW,7.0,1,16.0,16.0,0.0,2.749505,0.0,2
n20,23,58,158,"0, 1, 1, 1, 1, 1, 1, 1, 3, 2, 1, 1, 3, 5, 4, 3, 4, 3, 7, 2, 5, 4, 4",7,2.5217391304347827,13,0.6245059288537549,n20o0.5-8.rcp,FEASIBILITY,8.0,7965,9.0,9.0,0.0,181.361502,221.507866,2
n20,23,58,158,"0, 1, 1, 1, 1, 1, 1, 1, 3, 2, 1, 1, 3, 5, 4, 3, 4, 3, 7, 2, 5, 4, 4",7,2.5217391304347827,13,0.6245059288537549,n20o0.5-8.rcp,MULTIFLOW,8.0,237,15.0,15.0,0.0,9.441568,0.0,2
n20,23,46,158,"0, 1, 1, 1, 1, 1, 3, 1, 1, 2, 3, 2, 1, 3, 3, 1, 3, 3, 3, 3, 3, 2, 4",4,2.0,13,0.6245059288537549,n20o0.5-9.rcp,FEASIBILITY,10.0,1,11.0,11.0,0.0,94.234446,2066.900322,2
n20,23,46,158,"0, 1, 1, 1, 1, 1, 3, 1, 1, 2, 3, 2, 1, 3, 3, 1, 3, 3, 3, 3, 3, 2, 4",4,2.0,13,0.6245059288537549,n20o0.5-9.rcp,MULTIFLOW,10.0,29072,13.0,13.0,0.0,137.467511,0.0,2
n20,23,50,196,"0, 1, 1, 1, 1, 2, 1, 3, 3, 3, 1, 3, 1, 3, 2, 2, 2, 4, 4, 3, 2, 2, 5",5,2.1739130434782608,15,0.7747035573122529,n20o0.7-1.rcp,FEASIBILITY,9.0,1,10.0,10.0,0.0,46.487875,77.061301,2
n20,23,50,196,"0, 1, 1, 1, 1, 2, 1, 3, 3, 3, 1, 3, 1, 3, 2, 2, 2, 4, 4, 3, 2, 2, 5",5,2.1739130434782608,15,0.7747035573122529,n20o0.7-1.rcp,MULTIFLOW,9.0,1,14.0,14.0,0.0,1.179745,0.0,2
n20,23,46,196,"0, 1, 1, 1, 1, 3, 1, 1, 1, 1, 2, 4, 3, 2, 3, 3, 2, 3, 3, 2, 1, 3, 4",4,2.0,13,0.7747035573122529,n20o0.7-10.rcp,FEASIBILITY,9.0,1,10.0,10.0,0.0,23.416467,55.773814,2
n20,23,46,196,"0, 1, 1, 1, 1, 3, 1, 1, 1, 1, 2, 4, 3, 2, 3, 3, 2, 3, 3, 2, 1, 3, 4",4,2.0,13,0.7747035573122529,n20o0.7-10.rcp,MULTIFLOW,9.0,1,14.0,14.0,0.0,0.434017,0.0,2
n20,23,41,196,"0, 1, 1, 1, 1, 1, 1, 3, 1, 1, 5, 4, 2, 1, 2, 2, 2, 1, 1, 2, 3, 3, 2",5,1.7826086956521738,11,0.7747035573122529,n20o0.7-2.rcp,FEASIBILITY,9.0,1,10.0,10.0,0.0,35.3306,91.790986,2
n20,23,41,196,"0, 1, 1, 1, 1, 1, 1, 3, 1, 1, 5, 4, 2, 1, 2, 2, 2, 1, 1, 2, 3, 3, 2",5,1.7826086956521738,11,0.7747035573122529,n20o0.7-2.rcp,MULTIFLOW,9.0,1,14.0,14.0,0.0,0.830175,0.0,2
n20,23,42,196,"0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 2, 2, 2, 4, 2, 1, 3, 2, 3, 2, 2, 4",4,1.826086956521739,13,0.7747035573122529,n20o0.7-3.rcp,FEASIBILITY,8.0,1,9.0,9.0,0.0,17.823543,31.430547,2
n20,23,42,196,"0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 2, 2, 2, 4, 2, 1, 3, 2, 3, 2, 2, 4",4,1.826086956521739,13,0.7747035573122529,n20o0.7-3.rcp,MULTIFLOW,8.0,1,15.0,15.0,0.0,0.560093,0.0,2
n20,23,43,196,"0, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 3, 2, 1, 2, 2, 2, 2, 3, 3, 2, 2, 6",6,1.8695652173913044,13,0.7747035573122529,n20o0.7-4.rcp,FEASIBILITY,9.0,1,10.0,10.0,0.0,33.972649,74.367356,2
n20,23,43,196,"0, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 3, 2, 1, 2, 2, 2, 2, 3, 3, 2, 2, 6",6,1.8695652173913044,13,0.7747035573122529,n20o0.7-4.rcp,MULTIFLOW,9.0,1,14.0,14.0,0.0,0.952109,0.0,2
n20,23,50,196,"0, 1, 1, 1, 1, 1, 1, 5, 3, 1, 5, 1, 4, 2, 2, 2, 1, 4, 4, 2, 2, 3, 3",5,2.1739130434782608,13,0.7747035573122529,n20o0.7-5.rcp,FEASIBILITY,9.0,7032,10.0,10.0,0.0,103.678361,146.225789,2
n20,23,50,196,"0, 1, 1, 1, 1, 1, 1, 5, 3, 1, 5, 1, 4, 2, 2, 2, 1, 4, 4, 2, 2, 3, 3",5,2.1739130434782608,13,0.7747035573122529,n20o0.7-5.rcp,MULTIFLOW,9.0,1,14.0,14.0,0.0,1.302344,0.0,2
n20,23,56,196,"0, 1, 1, 1, 1, 1, 1, 4, 3, 2, 2, 5, 2, 2, 2, 4, 4, 4, 3, 3, 3, 2, 5",5,2.4347826086956523,16,0.7747035573122529,n20o0.7-6.rcp,FEASIBILITY,9.0,1,10.0,10.0,0.0,40.306142,68.507495,2
n20,23,56,196,"0, 1, 1, 1, 1, 1, 1, 4, 3, 2, 2, 5, 2, 2, 2, 4, 4, 4, 3, 3, 3, 2, 5",5,2.4347826086956523,16,0.7747035573122529,n20o0.7-6.rcp,MULTIFLOW,9.0,1,14.0,14.0,0.0,0.482924,0.0,2
n20,23,53,196,"0, 1, 1, 1, 1, 1, 2, 3, 3, 2, 3, 1, 3, 5, 3, 6, 2, 1, 4, 2, 2, 3, 3",6,2.3043478260869565,15,0.7747035573122529,n20o0.7-7.rcp,FEASIBILITY,8.0,1,9.0,9.0,0.0,16.114468,28.68886,2
n20,23,53,196,"0, 1, 1, 1, 1, 1, 2, 3, 3, 2, 3, 1, 3, 5, 3, 6, 2, 1, 4, 2, 2, 3, 3",6,2.3043478260869565,15,0.7747035573122529,n20o0.7-7.rcp,MULTIFLOW,8.0,1,15.0,15.0,0.0,0.899869,0.0,2
n20,23,48,196,"0, 1, 1, 1, 1, 1, 1, 1, 3, 2, 1, 4, 2, 5, 3, 2, 2, 2, 3, 3, 3, 2, 4",5,2.0869565217391304,14,0.7747035573122529,n20o0.7-8.rcp,FEASIBILITY,8.0,1,9.0,9.0,0.0,19.459361,33.193392,2
n20,23,48,196,"0, 1, 1, 1, 1, 1, 1, 1, 3, 2, 1, 4, 2, 5, 3, 2, 2, 2, 3, 3, 3, 2, 4",5,2.0869565217391304,14,0.7747035573122529,n20o0.7-8.rcp,MULTIFLOW,8.0,1,15.0,15.0,0.0,0.408372,0.0,2
n20,23,62,196,"0, 1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 4, 3, 5, 4, 3, 3, 4, 3, 3, 5, 4",5,2.6956521739130435,16,0.7747035573122529,n20o0.7-9.rcp,FEASIBILITY,10.0,12113,11.0,11.0,0.0,239.65452,341.238083,2
n20,23,62,196,"0, 1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 4, 3, 5, 4, 3, 3, 4, 3, 3, 5, 4",5,2.6956521739130435,16,0.7747035573122529,n20o0.7-9.rcp,MULTIFLOW,10.0,211,13.0,13.0,0.0,5.608799,0.0,2
n20,23,42,215,"0, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 2, 2, 2, 1, 1, 4, 3, 2, 3, 4, 3, 2",4,1.826086956521739,13,0.849802371541502,n20o0.8-1.rcp,FEASIBILITY,7.0,1,8.0,8.0,0.0,5.728618,9.863671,2
n20,23,42,215,"0, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 2, 2, 2, 1, 1, 4, 3, 2, 3, 4, 3, 2",4,1.826086956521739,13,0.849802371541502,n20o0.8-1.rcp,MULTIFLOW,7.0,1,16.0,16.0,0.0,0.203544,0.0,2
n20,23,44,215,"0, 1, 1, 1, 1, 1, 1, 2, 1, 3, 3, 3, 3, 3, 2, 3, 3, 2, 3, 1, 2, 2, 2",3,1.9130434782608696,14,0.849802371541502,n20o0.8-10.rcp,FEASIBILITY,7.0,1,8.0,8.0,0.0,7.17324,11.596013,2
n20,23,44,215,"0, 1, 1, 1, 1, 1, 1, 2, 1, 3, 3, 3, 3, 3, 2, 3, 3, 2, 3, 1, 2, 2, 2",3,1.9130434782608696,14,0.849802371541502,n20o0.8-10.rcp,MULTIFLOW,7.0,1,16.0,16.0,0.0,0.305308,0.0,2
n20,23,42,215,"0, 1, 1, 1, 1, 1, 1, 3, 3, 2, 3, 2, 1, 1, 3, 1, 3, 3, 3, 1, 3, 1, 3",3,1.826086956521739,11,0.849802371541502,n20o0.8-2.rcp,FEASIBILITY,8.0,1,9.0,9.0,0.0,15.561162,28.204149,2
n20,23,42,215,"0, 1, 1, 1, 1, 1, 1, 3, 3, 2, 3, 2, 1, 1, 3, 1, 3, 3, 3, 1, 3, 1, 3",3,1.826086956521739,11,0.849802371541502,n20o0.8-2.rcp,MULTIFLOW,8.0,1,15.0,15.0,0.0,0.249339,0.0,2
n20,23,40,215,"0, 1, 1, 1, 1, 1, 1, 2, 1, 4, 3, 3, 3, 1, 1, 1, 1, 2, 1, 3, 3, 2, 3",4,1.7391304347826086,10,0.849802371541502,n20o0.8-3.rcp,FEASIBILITY,8.0,1,9.0,9.0,0.0,16.188968,28.814151,2
n20,23,40,215,"0, 1, 1, 1, 1, 1, 1, 2, 1, 4, 3, 3, 3, 1, 1, 1, 1, 2, 1, 3, 3, 2, 3",4,1.7391304347826086,10,0.849802371541502,n20o0.8-3.rcp,MULTIFLOW,8.0,1,15.0,15.0,0.0,0.160422,0.0,2
n20,23,43,215,"0, 1, 1, 1, 1, 1, 3, 2, 2, 1, 1, 3, 2, 4, 2, 3, 1, 6, 2, 1, 2, 2, 1",6,1.8695652173913044,12,0.849802371541502,n20o0.8-4.rcp,FEASIBILITY,8.0,1,9.0,9.0,0.0,13.228368,27.100018,2
n20,23,43,215,"0, 1, 1, 1, 1, 1, 3, 2, 2, 1, 1, 3, 2, 4, 2, 3, 1, 6, 2, 1, 2, 2, 1",6,1.8695652173913044,12,0.849802371541502,n20o0.8-4.rcp,MULTIFLOW,8.0,1,15.0,15.0,0.0,0.284694,0.0,2
n20,23,40,215,"0, 1, 1, 1, 1, 2, 1, 1, 3, 1, 2, 1, 2, 3, 3, 4, 2, 2, 1, 2, 1, 2, 3",4,1.7391304347826086,12,0.849802371541502,n20o0.8-5.rcp,FEASIBILITY,7.0,1,8.0,8.0,0.0,6.12962,10.430282,2
n20,23,40,215,"0, 1, 1, 1, 1, 2, 1, 1, 3, 1, 2, 1, 2, 3, 3, 4, 2, 2, 1, 2, 1, 2, 3",4,1.7391304347826086,12,0.849802371541502,n20o0.8-5.rcp,MULTIFLOW,7.0,1,16.0,16.0,0.0,0.277139,0.0,2
n20,23,42,215,"0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 1, 2, 3, 2, 3, 4, 2, 2, 2, 2, 1, 2, 3",4,1.826086956521739,15,0.849802371541502,n20o0.8-6.rcp,FEASIBILITY,7.0,1,8.0,8.0,0.0,5.176287,8.651722,2
n20,23,42,215,"0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 1, 2, 3, 2, 3, 4, 2, 2, 2, 2, 1, 2, 3",4,1.826086956521739,15,0.849802371541502,n20o0.8-6.rcp,MULTIFLOW,7.0,1,16.0,16.0,0.0,0.259861,0.0,2
n20,23,39,215,"0, 1, 1, 1, 1, 2, 2, 2, 3, 1, 1, 2, 1, 2, 1, 2, 2, 2, 2, 3, 3, 1, 3",3,1.6956521739130435,13,0.849802371541502,n20o0.8-7.rcp,FEASIBILITY,7.0,0,8.0,8.0,0.0,6.037847,10.597415,2
n20,23,39,215,"0, 1, 1, 1, 1, 2, 2, 2, 3, 1, 1, 2, 1, 2, 1, 2, 2, 2, 2, 3, 3, 1, 3",3,1.6956521739130435,13,0.849802371541502,n20o0.8-7.rcp,MULTIFLOW,7.0,1,16.0,16.0,0.0,0.174849,0.0,2
n20,23,42,215,"0, 1, 1, 1, 1, 1, 1, 2, 2, 4, 3, 2, 2, 1, 1, 2, 3, 3, 3, 2, 2, 2, 2",4,1.826086956521739,14,0.849802371541502,n20o0.8-8.rcp,FEASIBILITY,7.0,0,8.0,8.0,0.0,5.67936,9.821757,2
n20,23,42,215,"0, 1, 1, 1, 1, 1, 1, 2, 2, 4, 3, 2, 2, 1, 1, 2, 3, 3, 3, 2, 2, 2, 2",4,1.826086956521739,14,0.849802371541502,n20o0.8-8.rcp,MULTIFLOW,7.0,1,16.0,16.0,0.0,0.180164,0.0,2
n20,23,41,215,"0, 1, 1, 1, 1, 1, 1, 2, 3, 2, 3, 1, 1, 3, 3, 2, 2, 2, 2, 1, 2, 2, 4",4,1.7826086956521738,13,0.849802371541502,n20o0.8-9.rcp,FEASIBILITY,7.0,1,8.0,8.0,0.0,5.756452,9.183106,2
n20,23,41,215,"0, 1, 1, 1, 1, 1, 1, 2, 3, 2, 3, 1, 1, 3, 3, 2, 2, 2, 2, 1, 2, 2, 4",4,1.7826086956521738,13,0.849802371541502,n20o0.8-9.rcp,MULTIFLOW,7.0,1,16.0,16.0,0.0,0.192317,0.0,2
n20,23,35,234,"0, 1, 1, 1, 1, 3, 1, 1, 2, 2, 1, 2, 2, 3, 2, 2, 1, 2, 2, 1, 2, 1, 1",3,1.5217391304347827,11,0.924901185770751,n20o0.9-1.rcp,FEASIBILITY,7.0,0,8.0,8.0,0.0,4.853653,8.140727,2
n20,23,35,234,"0, 1, 1, 1, 1, 3, 1, 1, 2, 2, 1, 2, 2, 3, 2, 2, 1, 2, 2, 1, 2, 1, 1",3,1.5217391304347827,11,0.924901185770751,n20o0.9-1.rcp,MULTIFLOW,7.0,1,16.0,16.0,0.0,0.076119,0.0,2
n20,23,35,234,"0, 1, 1, 1, 1, 1, 3, 1, 2, 2, 1, 3, 1, 3, 2, 1, 1, 2, 1, 1, 2, 2, 2",3,1.5217391304347827,10,0.924901185770751,n20o0.9-10.rcp,FEASIBILITY,7.0,0,8.0,8.0,0.0,4.832298,8.193217,2
n20,23,35,234,"0, 1, 1, 1, 1, 1, 3, 1, 2, 2, 1, 3, 1, 3, 2, 1, 1, 2, 1, 1, 2, 2, 2",3,1.5217391304347827,10,0.924901185770751,n20o0.9-10.rcp,MULTIFLOW,7.0,1,16.0,16.0,0.0,0.110912,0.0,2
n20,23,35,234,"0, 1, 1, 1, 1, 1, 2, 2, 3, 3, 2, 1, 2, 2, 2, 1, 2, 1, 1, 1, 2, 1, 2",3,1.5217391304347827,11,0.924901185770751,n20o0.9-2.rcp,FEASIBILITY,5.0,0,6.0,6.0,0.0,0.766002,1.524063,2
n20,23,35,234,"0, 1, 1, 1, 1, 1, 2, 2, 3, 3, 2, 1, 2, 2, 2, 1, 2, 1, 1, 1, 2, 1, 2",3,1.5217391304347827,11,0.924901185770751,n20o0.9-2.rcp,MULTIFLOW,5.0,1,18.0,18.0,0.0,0.087808,0.0,2
n20,23,31,234,"0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 3, 1, 1",3,1.3478260869565217,7,0.924901185770751,n20o0.9-3.rcp,FEASIBILITY,5.0,0,6.0,6.0,0.0,1.305615,2.060111,2
