instance,algorithm,num_jumps,num_explored_nodes,primal_bound,dual_bound,cuts_added_by_solver,status,mean_in_degree,nodes_indegree_gt_one,closed_edge_density,num_edges,num_closed_edges,group_id,algorithm_right,max_in_degree,num_nodes,instance_type,runtime
prob.42.sop.ajn.txt,SMART_HEURISTIC,1.0,0,0.0,0.0,0.0,,1.0,1,0.07195121951219512,41,59,sop,FEASIBILITY,2,41,sop,0.003611
n30s0.7-5.rcp,SMART_HEURISTIC,13.0,0,0.0,0.0,0.0,,2.6666666666666665,22,0.7518939393939394,88,397,n30,FEASIBILITY,6,33,generated,0.032875
n60os0.2-10.rcp,SMART_HEURISTIC,37.0,0,0.0,0.0,0.0,,4.714285714285714,39,0.2749615975422427,297,537,n60,FEASIBILITY,24,63,generated,0.284205
n50os0.8-7.rcp,SMART_HEURISTIC,21.0,0,0.0,0.0,0.0,,2.8867924528301887,43,0.8222060957910015,153,1133,n50,FEASIBILITY,6,53,generated,0.121732
n30s0.8-4.rcp,SMART_HEURISTIC,14.0,0,0.0,0.0,0.0,,2.1818181818181817,23,0.8352272727272727,72,441,n30,FEASIBILITY,4,33,generated,0.035119
esc47.sop.ajn.txt,FEASIBILITY,1.0,0,2.0,2.0,0.0,2,1.0,1,0.0700354609929078,48,79,sop,FEASIBILITY,2,48,sop,0.099558
n70os0.7-6.rcp,SMART_HEURISTIC,32.0,0,0.0,0.0,0.0,,4.205479452054795,58,0.724124809741248,307,1903,n70,FEASIBILITY,9,73,generated,0.402918
n20o0.5-10.rcp,FEASIBILITY,7.0,1,8.0,8.0,0.0,2,1.9130434782608696,12,0.6245059288537549,44,158,n20,FEASIBILITY,7,23,generated,33.214748
n30os0.95-2.rcp,SMART_HEURISTIC,9.0,0,0.0,0.0,0.0,,1.4545454545454546,14,0.9583333333333334,48,506,n30,FEASIBILITY,3,33,generated,0.020356
n20o0.9-8.rcp,FEASIBILITY,5.0,0,6.0,6.0,0.0,2,1.391304347826087,8,0.924901185770751,32,234,n20,FEASIBILITY,3,23,generated,1.882899
esc63.sop.ajn.txt,SMART_HEURISTIC,34.0,0,0.0,0.0,0.0,,2.3125,10,0.14682539682539683,148,296,sop,FEASIBILITY,10,64,sop,0.220432
n10o0.95-4.rcp,SMART_HEURISTIC,2.0,0,0.0,0.0,0.0,,1.0769230769230769,2,0.9615384615384616,14,75,n10,FEASIBILITY,2,13,generated,0.002154
n60os0.7-4.rcp,SMART_HEURISTIC,32.0,0,0.0,0.0,0.0,,3.9365079365079363,48,0.728110599078341,248,1422,n60,FEASIBILITY,9,63,generated,0.273966
n40os0.2-9.rcp,SMART_HEURISTIC,24.0,0,0.0,0.0,0.0,,3.13953488372093,21,0.3089700996677741,135,279,n40,FEASIBILITY,14,43,generated,0.089904
n30s0.7-3.rcp,FEASIBILITY,13.0,4799,14.0,14.0,0.0,2,2.757575757575758,22,0.7518939393939394,91,397,n30,FEASIBILITY,5,33,generated,13124.787364
n60os0.95-8.rcp,SMART_HEURISTIC,23.0,0,0.0,0.0,0.0,,1.9523809523809523,40,0.9544290834613415,123,1864,n60,FEASIBILITY,4,63,generated,0.19464
n20o0.8-5.rcp,SMART_HEURISTIC,7.0,0,0.0,0.0,0.0,,1.7391304347826086,12,0.849802371541502,40,215,n20,FEASIBILITY,4,23,generated,0.00938
n60os0.9-3.rcp,SMART_HEURISTIC,26.0,0,0.0,0.0,0.0,,2.492063492063492,52,0.9093701996927803,157,1776,n60,FEASIBILITY,5,63,generated,0.211664
n10o0.7-8.rcp,SMART_HEURISTIC,3.0,0,0.0,0.0,0.0,,1.3846153846153846,5,0.8205128205128205,18,64,n10,FEASIBILITY,3,13,generated,0.002771
n50os0.2-1.rcp,SMART_HEURISTIC,32.0,0,0.0,0.0,0.0,,3.830188679245283,27,0.2888243831640058,203,398,n50,FEASIBILITY,17,53,generated,0.204209
n20o0.5-6.rcp,SMART_HEURISTIC,10.0,0,0.0,0.0,0.0,,2.4782608695652173,13,0.6245059288537549,57,158,n20,FEASIBILITY,6,23,generated,0.01256
n20o0.9-2.rcp,FEASIBILITY,5.0,0,6.0,6.0,0.0,2,1.5217391304347827,11,0.924901185770751,35,234,n20,FEASIBILITY,3,23,generated,1.524063
n20o0.9-6.rcp,FEASIBILITY,6.0,0,7.0,7.0,0.0,2,1.4782608695652173,11,0.924901185770751,34,234,n20,FEASIBILITY,3,23,generated,3.531349
kro124p.1.sop.ajn.txt,FEASIBILITY,3.0,1,4.0,4.0,0.0,2,1.02,3,0.02666666666666667,102,132,sop,FEASIBILITY,2,100,sop,87.806424
