instance,algorithm,num_jumps,num_explored_nodes,primal_bound,dual_bound,cuts_added_by_solver,status,mean_in_degree,nodes_indegree_gt_one,closed_edge_density,num_edges,num_closed_edges,group_id,algorithm_right,max_in_degree,num_nodes,instance_type,runtime
n10o0.7-8.rcp,FEASIBILITY,3.0,0,4.0,4.0,0.0,2,1.3846153846153846,5,0.8205128205128205,18,64,n10,FEASIBILITY,3,13,generated,0.128368
n10os0.9-10.rcp,FEASIBILITY,2.0,0,3.0,3.0,0.0,2,1.1538461538461537,3,0.9358974358974359,15,73,n10,FEASIBILITY,2,13,generated,0.05063
n50os0.95-2.rcp,FEASIBILITY,17.0,1,18.0,18.0,0.0,2,1.7358490566037736,32,0.9550072568940493,92,1316,n50,FEASIBILITY,3,53,generated,6976.115142
n10os0.9-6.rcp,SMART_HEURISTIC,2.0,0,0.0,0.0,0.0,,1.1538461538461537,3,0.9358974358974359,15,73,n10,FEASIBILITY,2,13,generated,0.002206
n70os0.95-2.rcp,SMART_HEURISTIC,27.0,0,0.0,0.0,0.0,,1.8767123287671232,44,0.9539573820395738,137,2507,n70,FEASIBILITY,3,73,generated,0.251627
n50os0.2-6.rcp,SMART_HEURISTIC,33.0,0,0.0,0.0,0.0,,3.9622641509433962,32,0.2888243831640058,210,398,n50,FEASIBILITY,21,53,generated,0.224866
n20o0.9-1.rcp,SMART_HEURISTIC,7.0,0,0.0,0.0,0.0,,1.5217391304347827,11,0.924901185770751,35,234,n20,FEASIBILITY,3,23,generated,0.009107
n30s0.7-10.rcp,FEASIBILITY,12.0,9547,13.0,13.0,0.0,2,2.4545454545454546,23,0.7518939393939394,81,397,n30,FEASIBILITY,6,33,generated,5973.231862
rbg253a.sop.ajn.txt,SMART_HEURISTIC,167.0,0,0.0,0.0,0.0,,6.783464566929134,245,0.947184961563599,1723,30434,sop,FEASIBILITY,17,254,sop,90.038228
n30os0.9-1.rcp,SMART_HEURISTIC,10.0,0,0.0,0.0,0.0,,1.696969696969697,18,0.9166666666666666,56,484,n30,FEASIBILITY,4,33,generated,0.023
n10o0.7-1.rcp,FEASIBILITY,3.0,0,4.0,4.0,0.0,2,1.3076923076923077,3,0.8205128205128205,17,64,n10,FEASIBILITY,4,13,generated,0.09498
ft70.1.sop.ajn.txt,SMART_HEURISTIC,3.0,0,0.0,0.0,0.0,,1.0285714285714285,3,0.03561076604554866,72,86,sop,FEASIBILITY,2,70,sop,0.007763
n30os0.9-8.rcp,SMART_HEURISTIC,13.0,0,0.0,0.0,0.0,,1.7575757575757576,20,0.9166666666666666,58,484,n30,FEASIBILITY,3,33,generated,0.029667
n10os0.9-7.rcp,SMART_HEURISTIC,3.0,0,0.0,0.0,0.0,,1.2307692307692308,4,0.9358974358974359,16,73,n10,FEASIBILITY,2,13,generated,0.002526
n60os0.5-6.rcp,SMART_HEURISTIC,31.0,0,0.0,0.0,0.0,,4.809523809523809,43,0.5468509984639017,303,1068,n60,FEASIBILITY,13,63,generated,0.223303
n10o0.7-5.rcp,SMART_HEURISTIC,3.0,0,0.0,0.0,0.0,,1.6153846153846154,6,0.8205128205128205,21,64,n10,FEASIBILITY,3,13,generated,0.002703
n30s0.2-9.rcp,SMART_HEURISTIC,18.0,0,0.0,0.0,0.0,,2.696969696969697,15,0.3409090909090909,89,180,n30,FEASIBILITY,10,33,generated,0.046694
n10o0.95-8.rcp,FEASIBILITY,2.0,0,3.0,3.0,0.0,2,1.0769230769230769,2,0.9615384615384616,14,75,n10,FEASIBILITY,2,13,generated,0.049145
n30os0.9-2.rcp,SMART_HEURISTIC,11.0,0,0.0,0.0,0.0,,1.696969696969697,16,0.9166666666666666,56,484,n30,FEASIBILITY,3,33,generated,0.024605
n70os0.8-4.rcp,SMART_HEURISTIC,34.0,0,0.0,0.0,0.0,,3.835616438356164,60,0.8162100456621004,280,2145,n70,FEASIBILITY,8,73,generated,0.447804
n10o0.7-3.rcp,FEASIBILITY,3.0,0,4.0,4.0,0.0,2,1.4615384615384615,6,0.8205128205128205,19,64,n10,FEASIBILITY,3,13,generated,0.141417
n20o0.7-9.rcp,SMART_HEURISTIC,11.0,0,0.0,0.0,0.0,,2.6956521739130435,16,0.7747035573122529,62,196,n20,FEASIBILITY,5,23,generated,0.015372
n70os0.7-4.rcp,SMART_HEURISTIC,37.0,0,0.0,0.0,0.0,,4.232876712328767,59,0.724124809741248,309,1903,n70,FEASIBILITY,11,73,generated,0.461543
n10o0.5-7.rcp,FEASIBILITY,4.0,0,5.0,5.0,0.0,2,1.6923076923076923,5,0.7051282051282052,22,55,n10,FEASIBILITY,4,13,generated,0.333769
n10o0.2-6.rcp,SMART_HEURISTIC,5.0,0,0.0,0.0,0.0,,1.3846153846153846,3,0.5384615384615384,18,42,n10,FEASIBILITY,4,13,generated,0.003371
n30s0.5-1.rcp,SMART_HEURISTIC,15.0,0,0.0,0.0,0.0,,2.9696969696969697,20,0.5871212121212122,98,310,n30,FEASIBILITY,7,33,generated,0.036015
n10o0.2-6.rcp,FEASIBILITY,5.0,1,6.0,6.0,0.0,2,1.3846153846153846,3,0.5384615384615384,18,42,n10,FEASIBILITY,4,13,generated,1.851817
n40os0.9-4.rcp,SMART_HEURISTIC,16.0,0,0.0,0.0,0.0,,1.7906976744186047,25,0.9136212624584718,77,825,n40,FEASIBILITY,4,43,generated,0.057932
n30s0.8-2.rcp,SMART_HEURISTIC,10.0,0,0.0,0.0,0.0,,2.0,19,0.8352272727272727,66,441,n30,FEASIBILITY,5,33,generated,0.024175
n30s0.5-7.rcp,SMART_HEURISTIC,15.0,0,0.0,0.0,0.0,,2.8181818181818183,22,0.5871212121212122,93,310,n30,FEASIBILITY,7,33,generated,0.036263
n50os0.95-4.rcp,SMART_HEURISTIC,17.0,0,0.0,0.0,0.0,,1.6603773584905661,28,0.9550072568940493,88,1316,n50,FEASIBILITY,4,53,generated,0.091684
kro124p.1.sop.ajn.txt,SMART_HEURISTIC,3.0,0,0.0,0.0,0.0,,1.02,3,0.02666666666666667,102,132,sop,FEASIBILITY,2,100,sop,0.011597
n50os0.9-1.rcp,FEASIBILITY,20.0,5314,21.0,21.0,0.0,2,2.2641509433962264,43,0.9107402031930334,120,1255,n50,FEASIBILITY,4,53,generated,27861.728698
n50os0.95-8.rcp,FEASIBILITY,19.0,1,20.0,20.0,0.0,2,1.849056603773585,35,0.9550072568940493,98,1316,n50,FEASIBILITY,4,53,generated,8388.749143
n50os0.5-4.rcp,SMART_HEURISTIC,28.0,0,0.0,0.0,0.0,,4.39622641509434,36,0.5551523947750363,233,765,n50,FEASIBILITY,11,53,generated,0.143126
n10o0.95-7.rcp,FEASIBILITY,2.0,0,3.0,3.0,0.0,2,1.0769230769230769,2,0.9615384615384616,14,75,n10,FEASIBILITY,2,13,generated,0.0492
n40os0.5-9.rcp,SMART_HEURISTIC,19.0,0,0.0,0.0,0.0,,3.0232558139534884,28,0.5681063122923588,130,513,n40,FEASIBILITY,11,43,generated,0.072969
br17.10.sop.ajn.txt,FEASIBILITY,1.0,0,2.0,2.0,0.0,2,1.0,1,0.22794117647058823,17,31,sop,FEASIBILITY,2,17,sop,0.021302
esc78.sop.ajn.txt,SMART_HEURISTIC,0.0,0,0.0,0.0,0.0,,0.9873417721518988,0,0.11716975008114248,78,361,sop,FEASIBILITY,1,79,sop,0.006752
n30s0.8-2.rcp,FEASIBILITY,10.0,453,11.0,11.0,0.0,2,2.0,19,0.8352272727272727,66,441,n30,FEASIBILITY,5,33,generated,390.279264
n30os0.9-7.rcp,FEASIBILITY,12.0,1,13.0,13.0,0.0,2,1.7272727272727273,18,0.9166666666666666,57,484,n30,FEASIBILITY,4,33,generated,658.56174
br17.12.sop.ajn.txt,FEASIBILITY,2.0,0,3.0,3.0,0.0,2,1.0588235294117647,2,0.27941176470588236,18,38,sop,FEASIBILITY,2,17,sop,0.148419
n60os0.95-10.rcp,SMART_HEURISTIC,21.0,0,0.0,0.0,0.0,,1.873015873015873,40,0.9544290834613415,118,1864,n60,FEASIBILITY,5,63,generated,0.150003
n10o0.2-2.rcp,SMART_HEURISTIC,5.0,0,0.0,0.0,0.0,,1.5384615384615385,3,0.5384615384615384,20,42,n10,FEASIBILITY,5,13,generated,0.003999
n30os0.95-8.rcp,FEASIBILITY,8.0,1,9.0,9.0,0.0,2,1.3636363636363635,10,0.9583333333333334,45,506,n30,FEASIBILITY,3,33,generated,101.375319
rbg174a.sop.ajn.txt,SMART_HEURISTIC,117.0,0,0.0,0.0,0.0,,6.371428571428571,166,0.9280131362889984,1115,14129,sop,FEASIBILITY,17,175,sop,23.681875
n10o0.95-1.rcp,SMART_HEURISTIC,3.0,0,0.0,0.0,0.0,,1.3076923076923077,5,0.9615384615384616,17,75,n10,FEASIBILITY,2,13,generated,0.002568
n50os0.7-7.rcp,SMART_HEURISTIC,26.0,0,0.0,0.0,0.0,,3.811320754716981,42,0.7329462989840348,202,1010,n50,FEASIBILITY,9,53,generated,0.163245
n50os0.8-9.rcp,SMART_HEURISTIC,22.0,0,0.0,0.0,0.0,,3.1132075471698113,43,0.8222060957910015,165,1133,n50,FEASIBILITY,6,53,generated,0.126237
n50os0.9-5.rcp,SMART_HEURISTIC,21.0,0,0.0,0.0,0.0,,2.169811320754717,33,0.9107402031930334,115,1255,n50,FEASIBILITY,5,53,generated,0.13087
n60os0.7-1.rcp,SMART_HEURISTIC,31.0,0,0.0,0.0,0.0,,4.0476190476190474,50,0.728110599078341,255,1422,n60,FEASIBILITY,8,63,generated,0.301743
prob.100.sop.ajn.txt,SMART_HEURISTIC,0.0,0,0.0,0.0,0.0,,0.98989898989899,0,0.02865388579674294,98,139,sop,FEASIBILITY,1,99,sop,0.011397
n10os0.9-3.rcp,SMART_HEURISTIC,3.0,0,0.0,0.0,0.0,,1.1538461538461537,2,0.9358974358974359,15,73,n10,FEASIBILITY,3,13,generated,0.002463
n70os0.7-3.rcp,SMART_HEURISTIC,35.0,0,0.0,0.0,0.0,,4.397260273972603,60,0.724124809741248,321,1903,n70,FEASIBILITY,11,73,generated,0.495597
n20o0.5-9.rcp,SMART_HEURISTIC,10.0,0,0.0,0.0,0.0,,2.0,13,0.6245059288537549,46,158,n20,FEASIBILITY,4,23,generated,0.012642
n20o0.5-2.rcp,FEASIBILITY,10.0,3070,11.0,11.0,0.0,2,2.4782608695652173,14,0.6245059288537549,57,158,n20,FEASIBILITY,5,23,generated,1936.010316
n30s0.7-4.rcp,SMART_HEURISTIC,15.0,0,0.0,0.0,0.0,,2.878787878787879,24,0.7518939393939394,95,397,n30,FEASIBILITY,6,33,generated,0.037462
n20o0.7-9.rcp,FEASIBILITY,10.0,12113,11.0,11.0,0.0,2,2.6956521739130435,16,0.7747035573122529,62,196,n20,FEASIBILITY,5,23,generated,341.238083
n60os0.9-4.rcp,SMART_HEURISTIC,24.0,0,0.0,0.0,0.0,,2.6666666666666665,54,0.9093701996927803,168,1776,n60,FEASIBILITY,5,63,generated,0.216994
n20o0.7-6.rcp,SMART_HEURISTIC,9.0,0,0.0,0.0,0.0,,2.4347826086956523,16,0.7747035573122529,56,196,n20,FEASIBILITY,5,23,generated,0.012407
n60os0.7-5.rcp,SMART_HEURISTIC,31.0,0,0.0,0.0,0.0,,3.873015873015873,49,0.728110599078341,244,1422,n60,FEASIBILITY,9,63,generated,0.268385
n70os0.8-2.rcp,SMART_HEURISTIC,32.0,0,0.0,0.0,0.0,,3.6575342465753424,61,0.8162100456621004,267,2145,n70,FEASIBILITY,8,73,generated,0.416223
n20o0.8-8.rcp,FEASIBILITY,7.0,0,8.0,8.0,0.0,2,1.826086956521739,14,0.849802371541502,42,215,n20,FEASIBILITY,4,23,generated,9.821757
n20o0.7-7.rcp,SMART_HEURISTIC,8.0,0,0.0,0.0,0.0,,2.3043478260869565,15,0.7747035573122529,53,196,n20,FEASIBILITY,6,23,generated,0.011042
n70os0.95-3.rcp,SMART_HEURISTIC,27.0,0,0.0,0.0,0.0,,1.904109589041096,44,0.9539573820395738,139,2507,n70,FEASIBILITY,4,73,generated,0.242755
n40os0.8-8.rcp,SMART_HEURISTIC,18.0,0,0.0,0.0,0.0,,2.4186046511627906,32,0.8272425249169435,104,747,n40,FEASIBILITY,5,43,generated,0.074011
n10o0.5-9.rcp,FEASIBILITY,4.0,0,5.0,5.0,0.0,2,1.7692307692307692,6,0.7051282051282052,23,55,n10,FEASIBILITY,4,13,generated,0.316871
n50os0.95-6.rcp,SMART_HEURISTIC,17.0,0,0.0,0.0,0.0,,1.5849056603773586,27,0.9550072568940493,84,1316,n50,FEASIBILITY,4,53,generated,0.089969
n50os0.2-8.rcp,SMART_HEURISTIC,32.0,0,0.0,0.0,0.0,,4.2075471698113205,28,0.2888243831640058,223,398,n50,FEASIBILITY,18,53,generated,0.186523
n20o0.95-10.rcp,SMART_HEURISTIC,3.0,0,0.0,0.0,0.0,,1.2173913043478262,5,0.9604743083003953,28,243,n20,FEASIBILITY,3,23,generated,0.005788
n10o0.2-2.rcp,FEASIBILITY,5.0,0,6.0,6.0,0.0,2,1.5384615384615385,3,0.5384615384615384,20,42,n10,FEASIBILITY,5,13,generated,1.429612
n70os0.5-9.rcp,SMART_HEURISTIC,37.0,0,0.0,0.0,0.0,,5.301369863013699,54,0.5403348554033486,387,1420,n70,FEASIBILITY,12,73,generated,0.44034
n20o0.7-5.rcp,SMART_HEURISTIC,10.0,0,0.0,0.0,0.0,,2.1739130434782608,13,0.7747035573122529,50,196,n20,FEASIBILITY,5,23,generated,0.012834
n50os0.7-8.rcp,SMART_HEURISTIC,24.0,0,0.0,0.0,0.0,,3.4339622641509435,43,0.7329462989840348,182,1010,n50,FEASIBILITY,8,53,generated,0.14032
n40os0.2-2.rcp,SMART_HEURISTIC,24.0,0,0.0,0.0,0.0,,2.883720930232558,19,0.3089700996677741,124,279,n40,FEASIBILITY,10,43,generated,0.08571
n30s0.5-5.rcp,SMART_HEURISTIC,16.0,0,0.0,0.0,0.0,,3.0,21,0.5871212121212122,99,310,n30,FEASIBILITY,7,33,generated,0.038087
n20o0.8-1.rcp,FEASIBILITY,7.0,1,8.0,8.0,0.0,2,1.826086956521739,13,0.849802371541502,42,215,n20,FEASIBILITY,4,23,generated,9.863671
kro124p.2.sop.ajn.txt,SMART_HEURISTIC,12.0,0,0.0,0.0,0.0,,1.12,10,0.03373737373737374,112,167,sop,FEASIBILITY,4,100,sop,0.022492
n40os0.5-7.rcp,SMART_HEURISTIC,19.0,0,0.0,0.0,0.0,,3.5813953488372094,31,0.5681063122923588,154,513,n40,FEASIBILITY,10,43,generated,0.081464
n50os0.8-10.rcp,SMART_HEURISTIC,22.0,0,0.0,0.0,0.0,,2.849056603773585,42,0.8222060957910015,151,1133,n50,FEASIBILITY,5,53,generated,0.122847
n40os0.8-4.rcp,SMART_HEURISTIC,16.0,0,0.0,0.0,0.0,,2.5348837209302326,34,0.8272425249169435,109,747,n40,FEASIBILITY,5,43,generated,0.068699
n20o0.5-6.rcp,FEASIBILITY,9.0,1821,10.0,10.0,0.0,2,2.4782608695652173,13,0.6245059288537549,57,158,n20,FEASIBILITY,6,23,generated,674.392818
n60os0.95-1.rcp,SMART_HEURISTIC,23.0,0,0.0,0.0,0.0,,2.015873015873016,42,0.9544290834613415,127,1864,n60,FEASIBILITY,4,63,generated,0.167681
n70os0.95-1.rcp,SMART_HEURISTIC,24.0,0,0.0,0.0,0.0,,1.8904109589041096,48,0.9539573820395738,138,2507,n70,FEASIBILITY,3,73,generated,0.230341
n50os0.7-6.rcp,SMART_HEURISTIC,23.0,0,0.0,0.0,0.0,,3.30188679245283,42,0.7329462989840348,175,1010,n50,FEASIBILITY,6,53,generated,0.13203
n20o0.9-2.rcp,SMART_HEURISTIC,5.0,0,0.0,0.0,0.0,,1.5217391304347827,11,0.924901185770751,35,234,n20,FEASIBILITY,3,23,generated,0.007264
n70os0.2-4.rcp,SMART_HEURISTIC,48.0,0,0.0,0.0,0.0,,5.013698630136986,43,0.2648401826484018,366,696,n70,FEASIBILITY,27,73,generated,0.525118
n60os0.8-2.rcp,SMART_HEURISTIC,29.0,0,0.0,0.0,0.0,,3.0952380952380953,52,0.8187403993855606,195,1599,n60,FEASIBILITY,8,63,generated,0.258923
n50os0.5-5.rcp,SMART_HEURISTIC,28.0,0,0.0,0.0,0.0,,4.226415094339623,35,0.5551523947750363,224,765,n50,FEASIBILITY,13,53,generated,0.13882
n40os0.2-6.rcp,SMART_HEURISTIC,26.0,0,0.0,0.0,0.0,,3.395348837209302,17,0.3089700996677741,146,279,n40,FEASIBILITY,14,43,generated,0.111851
n20o0.7-2.rcp,FEASIBILITY,9.0,1,10.0,10.0,0.0,2,1.7826086956521738,11,0.7747035573122529,41,196,n20,FEASIBILITY,5,23,generated,91.790986
n20o0.9-9.rcp,SMART_HEURISTIC,5.0,0,0.0,0.0,0.0,,1.3478260869565217,7,0.924901185770751,31,234,n20,FEASIBILITY,3,23,generated,0.007183
n50os0.95-1.rcp,SMART_HEURISTIC,18.0,0,0.0,0.0,0.0,,1.7169811320754718,29,0.9550072568940493,91,1316,n50,FEASIBILITY,4,53,generated,0.098748
n40os0.2-3.rcp,SMART_HEURISTIC,24.0,0,0.0,0.0,0.0,,3.2093023255813953,22,0.3089700996677741,138,279,n40,FEASIBILITY,16,43,generated,0.092633
n60os0.95-6.rcp,SMART_HEURISTIC,20.0,0,0.0,0.0,0.0,,1.7936507936507937,36,0.9544290834613415,113,1864,n60,FEASIBILITY,4,63,generated,0.128061
n60os0.5-8.rcp,SMART_HEURISTIC,30.0,0,0.0,0.0,0.0,,4.650793650793651,47,0.5468509984639017,293,1068,n60,FEASIBILITY,10,63,generated,0.205943
ft53.1.sop.ajn.txt,SMART_HEURISTIC,2.0,0,0.0,0.0,0.0,,1.0188679245283019,2,0.04644412191582003,54,64,sop,FEASIBILITY,2,53,sop,0.005416
n10o0.8-6.rcp,FEASIBILITY,4.0,0,5.0,5.0,0.0,2,1.5384615384615385,7,0.8846153846153846,20,69,n10,FEASIBILITY,3,13,generated,0.281654
n50os0.5-3.rcp,SMART_HEURISTIC,28.0,0,0.0,0.0,0.0,,4.226415094339623,39,0.5551523947750363,224,765,n50,FEASIBILITY,12,53,generated,0.147494
rbg358a.sop.ajn.txt,SMART_HEURISTIC,245.0,0,0.0,0.0,0.0,,9.030640668523677,354,0.8853581487994273,3242,56894,sop,FEASIBILITY,23,359,sop,416.110189
n30s0.8-5.rcp,SMART_HEURISTIC,14.0,0,0.0,0.0,0.0,,2.303030303030303,24,0.8352272727272727,76,441,n30,FEASIBILITY,4,33,generated,0.035016
n20o0.95-7.rcp,FEASIBILITY,6.0,0,7.0,7.0,0.0,2,1.391304347826087,9,0.9604743083003953,32,243,n20,FEASIBILITY,3,23,generated,4.223736
n20o0.8-4.rcp,SMART_HEURISTIC,8.0,0,0.0,0.0,0.0,,1.8695652173913044,12,0.849802371541502,43,215,n20,FEASIBILITY,6,23,generated,0.010269
ry48p.2.sop.ajn.txt,SMART_HEURISTIC,4.0,0,0.0,0.0,0.0,,1.0625,4,0.06471631205673758,51,73,sop,FEASIBILITY,2,48,sop,0.005126
n50os0.9-9.rcp,FEASIBILITY,18.0,7821,19.0,19.0,0.0,2,2.169811320754717,36,0.9107402031930334,115,1255,n50,FEASIBILITY,4,53,generated,13297.665657
n70os0.95-7.rcp,SMART_HEURISTIC,26.0,0,0.0,0.0,0.0,,1.9726027397260273,47,0.9539573820395738,144,2507,n70,FEASIBILITY,5,73,generated,0.244371
n20o0.2-8.rcp,SMART_HEURISTIC,11.0,0,0.0,0.0,0.0,,2.0,9,0.39920948616600793,46,101,n20,FEASIBILITY,7,23,generated,0.013204
n10o0.7-4.rcp,FEASIBILITY,3.0,0,4.0,4.0,0.0,2,1.4615384615384615,7,0.8205128205128205,19,64,n10,FEASIBILITY,2,13,generated,0.127561
esc25.sop.ajn.txt,FEASIBILITY,1.0,0,2.0,2.0,0.0,2,1.0,1,0.11076923076923077,26,36,sop,FEASIBILITY,2,26,sop,0.034015
n30os0.9-10.rcp,SMART_HEURISTIC,12.0,0,0.0,0.0,0.0,,1.6666666666666667,18,0.9166666666666666,55,484,n30,FEASIBILITY,3,33,generated,0.026749
n20o0.2-9.rcp,FEASIBILITY,9.0,13257,10.0,10.0,0.0,2,2.217391304347826,10,0.39920948616600793,51,101,n20,FEASIBILITY,9,23,generated,3116.759376
n10o0.2-3.rcp,FEASIBILITY,5.0,1,6.0,6.0,0.0,2,1.5384615384615385,4,0.5384615384615384,20,42,n10,FEASIBILITY,6,13,generated,0.952894
n10o0.5-1.rcp,FEASIBILITY,4.0,0,5.0,5.0,0.0,2,1.5384615384615385,7,0.7051282051282052,20,55,n10,FEASIBILITY,3,13,generated,0.346501
n10o0.2-7.rcp,SMART_HEURISTIC,5.0,0,0.0,0.0,0.0,,1.6923076923076923,3,0.5384615384615384,22,42,n10,FEASIBILITY,6,13,generated,0.003725
n10o0.7-10.rcp,FEASIBILITY,4.0,0,5.0,5.0,0.0,2,1.7692307692307692,6,0.8205128205128205,23,64,n10,FEASIBILITY,3,13,generated,0.305734
n10o0.95-9.rcp,SMART_HEURISTIC,2.0,0,0.0,0.0,0.0,,1.0769230769230769,2,0.9615384615384616,14,75,n10,FEASIBILITY,2,13,generated,0.002053
n20o0.9-8.rcp,SMART_HEURISTIC,5.0,0,0.0,0.0,0.0,,1.391304347826087,8,0.924901185770751,32,234,n20,FEASIBILITY,3,23,generated,0.006865
n70os0.2-9.rcp,SMART_HEURISTIC,45.0,0,0.0,0.0,0.0,,4.8493150684931505,42,0.2648401826484018,354,696,n70,FEASIBILITY,21,73,generated,0.499313
n10o0.7-6.rcp,FEASIBILITY,3.0,0,4.0,4.0,0.0,2,1.3076923076923077,4,0.8205128205128205,17,64,n10,FEASIBILITY,3,13,generated,0.130545
esc12.sop.ajn.txt,SMART_HEURISTIC,5.0,0,0.0,0.0,0.0,,1.3076923076923077,2,0.2948717948717949,17,23,sop,FEASIBILITY,4,13,sop,0.00307
n50os0.95-3.rcp,FEASIBILITY,16.0,1,17.0,17.0,0.0,2,1.6603773584905661,27,0.9550072568940493,88,1316,n50,FEASIBILITY,4,53,generated,4747.279034
n40os0.5-5.rcp,SMART_HEURISTIC,19.0,0,0.0,0.0,0.0,,3.558139534883721,29,0.5681063122923588,153,513,n40,FEASIBILITY,7,43,generated,0.075655
esc47.sop.ajn.txt,SMART_HEURISTIC,1.0,0,0.0,0.0,0.0,,1.0,1,0.0700354609929078,48,79,sop,FEASIBILITY,2,48,sop,0.004587
n10o0.8-5.rcp,FEASIBILITY,3.0,0,4.0,4.0,0.0,2,1.3846153846153846,6,0.8846153846153846,18,69,n10,FEASIBILITY,2,13,generated,0.135397
n40os0.5-8.rcp,SMART_HEURISTIC,22.0,0,0.0,0.0,0.0,,4.046511627906977,28,0.5681063122923588,174,513,n40,FEASIBILITY,11,43,generated,0.084196
n70os0.2-8.rcp,SMART_HEURISTIC,44.0,0,0.0,0.0,0.0,,4.890410958904109,42,0.2648401826484018,357,696,n70,FEASIBILITY,25,73,generated,0.420173
n20o0.9-3.rcp,FEASIBILITY,5.0,0,6.0,6.0,0.0,2,1.3478260869565217,7,0.924901185770751,31,234,n20,FEASIBILITY,3,23,generated,2.060111
n40os0.9-6.rcp,SMART_HEURISTIC,15.0,0,0.0,0.0,0.0,,2.0232558139534884,32,0.9136212624584718,87,825,n40,FEASIBILITY,4,43,generated,0.060744
n50os0.5-9.rcp,SMART_HEURISTIC,28.0,0,0.0,0.0,0.0,,4.320754716981132,38,0.5551523947750363,229,765,n50,FEASIBILITY,10,53,generated,0.157783
n20o0.95-4.rcp,SMART_HEURISTIC,4.0,0,0.0,0.0,0.0,,1.173913043478261,5,0.9604743083003953,27,243,n20,FEASIBILITY,2,23,generated,0.00667
n10o0.5-8.rcp,SMART_HEURISTIC,5.0,0,0.0,0.0,0.0,,1.8461538461538463,5,0.7051282051282052,24,55,n10,FEASIBILITY,4,13,generated,0.003717
n60os0.95-5.rcp,SMART_HEURISTIC,22.0,0,0.0,0.0,0.0,,1.8571428571428572,42,0.9544290834613415,117,1864,n60,FEASIBILITY,5,63,generated,0.176759
n10os0.9-6.rcp,FEASIBILITY,2.0,0,3.0,3.0,0.0,2,1.1538461538461537,3,0.9358974358974359,15,73,n10,FEASIBILITY,2,13,generated,0.049243
n30s0.8-10.rcp,FEASIBILITY,13.0,2627,14.0,14.0,0.0,2,2.4242424242424243,24,0.8352272727272727,80,441,n30,FEASIBILITY,5,33,generated,1872.249187
n20o0.95-7.rcp,SMART_HEURISTIC,6.0,0,0.0,0.0,0.0,,1.391304347826087,9,0.9604743083003953,32,243,n20,FEASIBILITY,3,23,generated,0.007862
n10o0.5-2.rcp,FEASIBILITY,4.0,0,5.0,5.0,0.0,2,1.5384615384615385,5,0.7051282051282052,20,55,n10,FEASIBILITY,3,13,generated,0.402001
n10os0.9-10.rcp,SMART_HEURISTIC,2.0,0,0.0,0.0,0.0,,1.1538461538461537,3,0.9358974358974359,15,73,n10,FEASIBILITY,2,13,generated,0.002087
n70os0.7-7.rcp,SMART_HEURISTIC,37.0,0,0.0,0.0,0.0,,4.575342465753424,57,0.724124809741248,334,1903,n70,FEASIBILITY,9,73,generated,0.493665
n30s0.5-6.rcp,SMART_HEURISTIC,14.0,0,0.0,0.0,0.0,,2.8484848484848486,21,0.5871212121212122,94,310,n30,FEASIBILITY,8,33,generated,0.033062
n10o0.5-7.rcp,SMART_HEURISTIC,5.0,0,0.0,0.0,0.0,,1.6923076923076923,5,0.7051282051282052,22,55,n10,FEASIBILITY,4,13,generated,0.003957
n60os0.7-8.rcp,SMART_HEURISTIC,28.0,0,0.0,0.0,0.0,,4.365079365079365,51,0.728110599078341,275,1422,n60,FEASIBILITY,9,63,generated,0.286644
n20o0.95-10.rcp,FEASIBILITY,3.0,0,4.0,4.0,0.0,2,1.2173913043478262,5,0.9604743083003953,28,243,n20,FEASIBILITY,3,23,generated,0.342327
n20o0.5-2.rcp,SMART_HEURISTIC,11.0,0,0.0,0.0,0.0,,2.4782608695652173,14,0.6245059288537549,57,158,n20,FEASIBILITY,5,23,generated,0.014483
n30os0.95-7.rcp,SMART_HEURISTIC,8.0,0,0.0,0.0,0.0,,1.4242424242424243,13,0.9583333333333334,47,506,n30,FEASIBILITY,3,33,generated,0.018489
n10o0.8-2.rcp,FEASIBILITY,2.0,0,3.0,3.0,0.0,2,1.3076923076923077,5,0.8846153846153846,17,69,n10,FEASIBILITY,2,13,generated,0.049593
n30s0.8-9.rcp,SMART_HEURISTIC,12.0,0,0.0,0.0,0.0,,2.090909090909091,24,0.8352272727272727,69,441,n30,FEASIBILITY,4,33,generated,0.029458
p43.4.sop.ajn.txt,SMART_HEURISTIC,10.0,0,0.0,0.0,0.0,,1.3488372093023255,11,0.5957918050941307,58,538,sop,FEASIBILITY,4,43,sop,0.023363
n20o0.7-10.rcp,SMART_HEURISTIC,9.0,0,0.0,0.0,0.0,,2.0,13,0.7747035573122529,46,196,n20,FEASIBILITY,4,23,generated,0.011577
prob.42.sop.ajn.txt,FEASIBILITY,1.0,0,2.0,2.0,0.0,2,1.0,1,0.07195121951219512,41,59,sop,FEASIBILITY,2,41,sop,0.067906
n10o0.8-2.rcp,SMART_HEURISTIC,2.0,0,0.0,0.0,0.0,,1.3076923076923077,5,0.8846153846153846,17,69,n10,FEASIBILITY,2,13,generated,0.002181
n10o0.2-3.rcp,SMART_HEURISTIC,5.0,0,0.0,0.0,0.0,,1.5384615384615385,4,0.5384615384615384,20,42,n10,FEASIBILITY,6,13,generated,0.003952
n10o0.5-4.rcp,SMART_HEURISTIC,5.0,0,0.0,0.0,0.0,,1.7692307692307692,6,0.7051282051282052,23,55,n10,FEASIBILITY,4,13,generated,0.003726
